Time;Ecg 1;Ecg 2
'[15:50:00.360]';0.12;1.39
'[15:50:00.364]';0.115;1.43
'[15:50:00.368]';0.12;1.455
'[15:50:00.372]';0.145;1.445
'[15:50:00.376]';0.16;1.46
'[15:50:00.380]';0.165;1.48
'[15:50:00.384]';0.15;1.485
'[15:50:00.388]';0.155;1.515
'[15:50:00.392]';0.16;1.535
'[15:50:00.396]';0.16;1.535
'[15:50:00.400]';0.145;1.535
'[15:50:00.404]';0.135;1.55
'[15:50:00.408]';0.12;1.57
'[15:50:00.412]';0.105;1.565
'[15:50:00.416]';0.105;1.535
'[15:50:00.420]';0.09;1.54
'[15:50:00.424]';0.08;1.495
'[15:50:00.428]';0.03;1.475
'[15:50:00.432]';0.01;1.435
'[15:50:00.436]';-0.01;1.425
'[15:50:00.440]';-0.045;1.38
'[15:50:00.444]';-0.105;1.335
'[15:50:00.448]';-0.14;1.3
'[15:50:00.452]';-0.175;1.24
'[15:50:00.456]';-0.225;1.16
'[15:50:00.460]';-0.245;1.09
'[15:50:00.464]';-0.255;1.04
'[15:50:00.468]';-0.29;0.97
'[15:50:00.472]';-0.31;0.91
'[15:50:00.476]';-0.315;0.835
'[15:50:00.480]';-0.335;0.79
'[15:50:00.484]';-0.36;0.71
'[15:50:00.488]';-0.38;0.665
'[15:50:00.492]';-0.4;0.64
'[15:50:00.496]';-0.435;0.58
'[15:50:00.500]';-0.43;0.525
'[15:50:00.504]';-0.445;0.505
'[15:50:00.508]';-0.455;0.465
'[15:50:00.512]';-0.46;0.405
'[15:50:00.516]';-0.46;0.39
'[15:50:00.520]';-0.44;0.36
'[15:50:00.524]';-0.45;0.355
'[15:50:00.528]';-0.45;0.325
'[15:50:00.532]';-0.47;0.31
'[15:50:00.536]';-0.455;0.32
'[15:50:00.540]';-0.47;0.315
'[15:50:00.544]';-0.485;0.3
'[15:50:00.548]';-0.46;0.31
'[15:50:00.552]';-0.475;0.315
'[15:50:00.556]';-0.455;0.335
'[15:50:00.560]';-0.455;0.315
'[15:50:00.564]';-0.445;0.32
'[15:50:00.568]';-0.43;0.32
'[15:50:00.572]';-0.43;0.33
'[15:50:00.576]';-0.43;0.31
'[15:50:00.580]';-0.42;0.315
'[15:50:00.584]';-0.435;0.335
'[15:50:00.588]';-0.42;0.34
'[15:50:00.592]';-0.445;0.36
'[15:50:00.596]';-0.43;0.345
'[15:50:00.600]';-0.435;0.335
'[15:50:00.604]';-0.425;0.34
'[15:50:00.608]';-0.41;0.35
'[15:50:00.612]';-0.415;0.35
'[15:50:00.616]';-0.4;0.365
'[15:50:00.620]';-0.405;0.345
'[15:50:00.624]';-0.385;0.355
'[15:50:00.628]';-0.4;0.355
'[15:50:00.632]';-0.385;0.355
'[15:50:00.636]';-0.395;0.345
'[15:50:00.640]';-0.41;0.365
'[15:50:00.644]';-0.415;0.335
'[15:50:00.648]';-0.415;0.37
'[15:50:00.652]';-0.4;0.335
'[15:50:00.656]';-0.405;0.325
'[15:50:00.660]';-0.395;0.325
'[15:50:00.664]';-0.405;0.325
'[15:50:00.668]';-0.4;0.31
'[15:50:00.672]';-0.405;0.335
'[15:50:00.676]';-0.41;0.295
'[15:50:00.680]';-0.425;0.31
'[15:50:00.684]';-0.435;0.325
'[15:50:00.688]';-0.42;0.3
'[15:50:00.692]';-0.435;0.295
'[15:50:00.696]';-0.43;0.28
'[15:50:00.700]';-0.41;0.285
'[15:50:00.704]';-0.41;0.275
'[15:50:00.708]';-0.41;0.285
'[15:50:00.712]';-0.42;0.27
'[15:50:00.716]';-0.415;0.28
'[15:50:00.720]';-0.435;0.28
'[15:50:00.724]';-0.43;0.255
'[15:50:00.728]';-0.445;0.26
'[15:50:00.732]';-0.435;0.235
'[15:50:00.736]';-0.45;0.22
'[15:50:00.740]';-0.44;0.225
'[15:50:00.744]';-0.435;0.215
'[15:50:00.748]';-0.44;0.195
'[15:50:00.752]';-0.4;0.2
'[15:50:00.756]';-0.435;0.215
'[15:50:00.760]';-0.425;0.205
'[15:50:00.764]';-0.44;0.22
'[15:50:00.768]';-0.42;0.215
'[15:50:00.772]';-0.46;0.195
'[15:50:00.776]';-0.44;0.205
'[15:50:00.780]';-0.435;0.205
'[15:50:00.784]';-0.455;0.15
'[15:50:00.788]';-0.46;0.16
'[15:50:00.792]';-0.445;0.155
'[15:50:00.796]';-0.43;0.18
'[15:50:00.800]';-0.425;0.155
'[15:50:00.804]';-0.415;0.15
'[15:50:00.808]';-0.4;0.16
'[15:50:00.812]';-0.42;0.17
'[15:50:00.816]';-0.39;0.185
'[15:50:00.820]';-0.435;0.18
'[15:50:00.824]';-0.43;0.18
'[15:50:00.828]';-0.43;0.165
'[15:50:00.832]';-0.42;0.175
'[15:50:00.836]';-0.41;0.14
'[15:50:00.840]';-0.405;0.125
'[15:50:00.844]';-0.4;0.14
'[15:50:00.848]';-0.415;0.14
'[15:50:00.852]';-0.4;0.16
'[15:50:00.856]';-0.405;0.15
'[15:50:00.860]';-0.4;0.165
'[15:50:00.864]';-0.39;0.15
'[15:50:00.868]';-0.37;0.17
'[15:50:00.872]';-0.335;0.15
'[15:50:00.876]';-0.295;0.165
'[15:50:00.880]';-0.24;0.205
'[15:50:00.884]';-0.2;0.195
'[15:50:00.888]';-0.18;0.24
'[15:50:00.892]';-0.165;0.295
'[15:50:00.896]';-0.19;0.3
'[15:50:00.900]';-0.23;0.335
'[15:50:00.904]';-0.275;0.305
'[15:50:00.908]';-0.28;0.33
'[15:50:00.912]';-0.3;0.3
'[15:50:00.916]';-0.305;0.23
'[15:50:00.920]';-0.33;0.22
'[15:50:00.924]';-0.335;0.17
'[15:50:00.928]';-0.31;0.165
'[15:50:00.932]';-0.27;0.115
'[15:50:00.936]';-0.245;0.095
'[15:50:00.940]';-0.205;0.095
'[15:50:00.944]';-0.215;0.115
'[15:50:00.948]';-0.225;0.14
'[15:50:00.952]';-0.25;0.185
'[15:50:00.956]';-0.305;0.18
'[15:50:00.960]';-0.34;0.21
'[15:50:00.964]';-0.415;0.22
'[15:50:00.968]';-0.43;0.22
'[15:50:00.972]';-0.45;0.17
'[15:50:00.976]';-0.425;0.145
'[15:50:00.980]';-0.42;0.12
'[15:50:00.984]';-0.42;0.1
'[15:50:00.988]';-0.415;0.12
'[15:50:00.992]';-0.425;0.145
'[15:50:00.996]';-0.425;0.135
'[15:50:01.000]';-0.44;0.13
'[15:50:01.004]';-0.465;0.135
'[15:50:01.008]';-0.445;0.13
'[15:50:01.012]';-0.45;0.115
'[15:50:01.016]';-0.43;0.13
'[15:50:01.020]';-0.435;0.12
'[15:50:01.024]';-0.43;0.11
'[15:50:01.028]';-0.43;0.12
'[15:50:01.032]';-0.445;0.12
'[15:50:01.036]';-0.445;0.12
'[15:50:01.040]';-0.44;0.125
'[15:50:01.044]';-0.465;0.12
'[15:50:01.048]';-0.46;0.105
'[15:50:01.052]';-0.455;0.1
'[15:50:01.056]';-0.465;0.095
'[15:50:01.060]';-0.455;0.1
'[15:50:01.064]';-0.415;0.11
'[15:50:01.068]';-0.375;0.105
'[15:50:01.072]';-0.255;0.095
'[15:50:01.076]';-0.12;0.08
'[15:50:01.080]';-0.08;0.13
'[15:50:01.084]';-0.16;0.2
'[15:50:01.088]';-0.33;0.265
'[15:50:01.092]';-0.6;0.33
'[15:50:01.096]';-1;0.105
'[15:50:01.100]';-1.435;-0.425
'[15:50:01.104]';-1.79;-1.105
'[15:50:01.108]';-2.13;-1.935
'[15:50:01.112]';-2.26;-2.855
'[15:50:01.116]';-2.225;-3.71
'[15:50:01.120]';-2.1;-4.31
'[15:50:01.124]';-2.01;-4.69
'[15:50:01.128]';-2.025;-4.925
'[15:50:01.132]';-2.05;-5.05
'[15:50:01.136]';-2.045;-5.13
'[15:50:01.140]';-2.07;-5.125
'[15:50:01.144]';-2.095;-5.045
'[15:50:01.148]';-2.1;-4.945
'[15:50:01.152]';-2.06;-4.825
'[15:50:01.156]';-2.02;-4.745
'[15:50:01.160]';-2.045;-4.65
'[15:50:01.164]';-1.95;-4.525
'[15:50:01.168]';-1.74;-4.38
'[15:50:01.172]';-1.48;-4.105
'[15:50:01.176]';-1.27;-3.77
'[15:50:01.180]';-1.115;-3.375
'[15:50:01.184]';-0.97;-2.895
'[15:50:01.188]';-0.85;-2.405
'[15:50:01.192]';-0.66;-1.875
'[15:50:01.196]';-0.455;-1.385
'[15:50:01.200]';-0.325;-0.98
'[15:50:01.204]';-0.195;-0.665
'[15:50:01.208]';-0.11;-0.39
'[15:50:01.212]';-0.09;-0.17
'[15:50:01.216]';-0.06;0.04
'[15:50:01.220]';-0.035;0.22
'[15:50:01.224]';-0.035;0.385
'[15:50:01.228]';-0.015;0.545
'[15:50:01.232]';0.005;0.665
'[15:50:01.236]';0.025;0.77
'[15:50:01.240]';0.02;0.84
'[15:50:01.244]';0.045;0.86
'[15:50:01.248]';0.045;0.895
'[15:50:01.252]';0.08;0.915
'[15:50:01.256]';0.09;0.925
'[15:50:01.260]';0.13;0.975
'[15:50:01.264]';0.115;1.005
'[15:50:01.268]';0.135;0.965
'[15:50:01.272]';0.13;0.99
'[15:50:01.276]';0.155;0.99
'[15:50:01.280]';0.165;0.99
'[15:50:01.284]';0.17;1.005
'[15:50:01.288]';0.175;1.015
'[15:50:01.292]';0.205;1.03
'[15:50:01.296]';0.22;1.075
'[15:50:01.300]';0.225;1.09
'[15:50:01.304]';0.235;1.1
'[15:50:01.308]';0.26;1.125
'[15:50:01.312]';0.265;1.15
'[15:50:01.316]';0.275;1.155
'[15:50:01.320]';0.3;1.185
'[15:50:01.324]';0.305;1.19
'[15:50:01.328]';0.315;1.225
'[15:50:01.332]';0.34;1.255
'[15:50:01.336]';0.365;1.28
'[15:50:01.340]';0.36;1.31
'[15:50:01.344]';0.365;1.345
'[15:50:01.348]';0.365;1.38
'[15:50:01.352]';0.365;1.39
'[15:50:01.356]';0.37;1.405
'[15:50:01.360]';0.375;1.445
'[15:50:01.364]';0.395;1.47
'[15:50:01.368]';0.4;1.51
'[15:50:01.372]';0.39;1.54
'[15:50:01.376]';0.405;1.525
'[15:50:01.380]';0.425;1.56
'[15:50:01.384]';0.425;1.61
'[15:50:01.388]';0.405;1.605
'[15:50:01.392]';0.4;1.605
'[15:50:01.396]';0.375;1.635
'[15:50:01.400]';0.355;1.65
'[15:50:01.404]';0.345;1.645
'[15:50:01.408]';0.305;1.615
'[15:50:01.412]';0.27;1.585
'[15:50:01.416]';0.24;1.55
'[15:50:01.420]';0.215;1.52
'[15:50:01.424]';0.185;1.495
'[15:50:01.428]';0.155;1.45
'[15:50:01.432]';0.085;1.385
'[15:50:01.436]';0.03;1.335
'[15:50:01.440]';0.005;1.28
'[15:50:01.444]';-0.055;1.205
'[15:50:01.448]';-0.08;1.125
'[15:50:01.452]';-0.11;1.06
'[15:50:01.456]';-0.15;0.98
'[15:50:01.460]';-0.19;0.905
'[15:50:01.464]';-0.21;0.855
'[15:50:01.468]';-0.215;0.76
'[15:50:01.472]';-0.23;0.72
'[15:50:01.476]';-0.25;0.64
'[15:50:01.480]';-0.265;0.63
'[15:50:01.484]';-0.285;0.575
'[15:50:01.488]';-0.285;0.5
'[15:50:01.492]';-0.3;0.455
'[15:50:01.496]';-0.315;0.44
'[15:50:01.500]';-0.345;0.385
'[15:50:01.504]';-0.34;0.39
'[15:50:01.508]';-0.34;0.34
'[15:50:01.512]';-0.34;0.32
'[15:50:01.516]';-0.31;0.305
'[15:50:01.520]';-0.33;0.325
'[15:50:01.524]';-0.305;0.315
'[15:50:01.528]';-0.3;0.335
'[15:50:01.532]';-0.305;0.33
'[15:50:01.536]';-0.33;0.31
'[15:50:01.540]';-0.325;0.31
'[15:50:01.544]';-0.315;0.3
'[15:50:01.548]';-0.32;0.275
'[15:50:01.552]';-0.3;0.295
'[15:50:01.556]';-0.29;0.29
'[15:50:01.560]';-0.29;0.305
'[15:50:01.564]';-0.275;0.3
'[15:50:01.568]';-0.295;0.31
'[15:50:01.572]';-0.295;0.335
'[15:50:01.576]';-0.285;0.335
'[15:50:01.580]';-0.295;0.325
'[15:50:01.584]';-0.29;0.315
'[15:50:01.588]';-0.275;0.315
'[15:50:01.592]';-0.28;0.325
'[15:50:01.596]';-0.265;0.295
'[15:50:01.600]';-0.24;0.295
'[15:50:01.604]';-0.265;0.295
'[15:50:01.608]';-0.27;0.285
'[15:50:01.612]';-0.24;0.305
'[15:50:01.616]';-0.26;0.31
'[15:50:01.620]';-0.27;0.305
'[15:50:01.624]';-0.265;0.3
'[15:50:01.628]';-0.255;0.275
'[15:50:01.632]';-0.25;0.27
'[15:50:01.636]';-0.265;0.3
'[15:50:01.640]';-0.255;0.29
'[15:50:01.644]';-0.22;0.27
'[15:50:01.648]';-0.23;0.27
'[15:50:01.652]';-0.23;0.29
'[15:50:01.656]';-0.23;0.265
'[15:50:01.660]';-0.225;0.26
'[15:50:01.664]';-0.26;0.265
'[15:50:01.668]';-0.265;0.275
'[15:50:01.672]';-0.245;0.255
'[15:50:01.676]';-0.255;0.23
'[15:50:01.680]';-0.265;0.215
'[15:50:01.684]';-0.23;0.225
'[15:50:01.688]';-0.22;0.195
'[15:50:01.692]';-0.22;0.2
'[15:50:01.696]';-0.23;0.195
'[15:50:01.700]';-0.22;0.19
'[15:50:01.704]';-0.225;0.195
'[15:50:01.708]';-0.22;0.18
'[15:50:01.712]';-0.215;0.195
'[15:50:01.716]';-0.225;0.185
'[15:50:01.720]';-0.215;0.17
'[15:50:01.724]';-0.22;0.175
'[15:50:01.728]';-0.205;0.165
'[15:50:01.732]';-0.215;0.17
'[15:50:01.736]';-0.21;0.17
'[15:50:01.740]';-0.21;0.18
'[15:50:01.744]';-0.21;0.15
'[15:50:01.748]';-0.21;0.15
'[15:50:01.752]';-0.215;0.145
'[15:50:01.756]';-0.235;0.15
'[15:50:01.760]';-0.225;0.155
'[15:50:01.764]';-0.255;0.15
'[15:50:01.768]';-0.24;0.125
'[15:50:01.772]';-0.225;0.105
'[15:50:01.776]';-0.225;0.12
'[15:50:01.780]';-0.21;0.135
'[15:50:01.784]';-0.19;0.155
'[15:50:01.788]';-0.2;0.145
'[15:50:01.792]';-0.19;0.15
'[15:50:01.796]';-0.215;0.15
'[15:50:01.800]';-0.22;0.15
'[15:50:01.804]';-0.205;0.17
'[15:50:01.808]';-0.2;0.17
'[15:50:01.812]';-0.21;0.14
'[15:50:01.816]';-0.205;0.13
'[15:50:01.820]';-0.195;0.11
'[15:50:01.824]';-0.19;0.11
'[15:50:01.828]';-0.185;0.115
'[15:50:01.832]';-0.19;0.13
'[15:50:01.836]';-0.18;0.115
'[15:50:01.840]';-0.145;0.135
'[15:50:01.844]';-0.125;0.125
'[15:50:01.848]';-0.07;0.14
'[15:50:01.852]';-0.03;0.14
'[15:50:01.856]';-0.005;0.165
'[15:50:01.860]';0.01;0.19
'[15:50:01.864]';0.03;0.23
'[15:50:01.868]';-0.005;0.255
'[15:50:01.872]';-0.01;0.28
'[15:50:01.876]';-0.05;0.3
'[15:50:01.880]';-0.055;0.3
'[15:50:01.884]';-0.07;0.255
'[15:50:01.888]';-0.11;0.205
'[15:50:01.892]';-0.12;0.165
'[15:50:01.896]';-0.125;0.125
'[15:50:01.900]';-0.115;0.085
'[15:50:01.904]';-0.05;0.055
'[15:50:01.908]';-0.03;0.05
'[15:50:01.912]';-0.015;0.055
'[15:50:01.916]';-0.015;0.06
'[15:50:01.920]';-0.035;0.105
'[15:50:01.924]';-0.09;0.14
'[15:50:01.928]';-0.15;0.17
'[15:50:01.932]';-0.22;0.19
'[15:50:01.936]';-0.265;0.165
'[15:50:01.940]';-0.27;0.15
'[15:50:01.944]';-0.28;0.11
'[15:50:01.948]';-0.29;0.08
'[15:50:01.952]';-0.285;0.075
'[15:50:01.956]';-0.27;0.07
'[15:50:01.960]';-0.275;0.075
'[15:50:01.964]';-0.275;0.06
'[15:50:01.968]';-0.28;0.07
'[15:50:01.972]';-0.31;0.075
'[15:50:01.976]';-0.315;0.075
'[15:50:01.980]';-0.33;0.06
'[15:50:01.984]';-0.325;0.05
'[15:50:01.988]';-0.325;0.07
'[15:50:01.992]';-0.31;0.055
'[15:50:01.996]';-0.305;0.045
'[15:50:02.000]';-0.31;0.04
'[15:50:02.004]';-0.3;0.04
'[15:50:02.008]';-0.29;0.045
'[15:50:02.012]';-0.31;0.05
'[15:50:02.016]';-0.315;0.075
'[15:50:02.020]';-0.34;0.055
'[15:50:02.024]';-0.315;0.065
'[15:50:02.028]';-0.3;0.055
'[15:50:02.032]';-0.27;0.05
'[15:50:02.036]';-0.21;0.01
'[15:50:02.040]';-0.08;0.035
'[15:50:02.044]';0.02;0.035
'[15:50:02.048]';0.01;0.1
'[15:50:02.052]';-0.13;0.15
'[15:50:02.056]';-0.365;0.26
'[15:50:02.060]';-0.725;0.165
'[15:50:02.064]';-1.195;-0.27
'[15:50:02.068]';-1.595;-0.94
'[15:50:02.072]';-1.97;-1.785
'[15:50:02.076]';-2.18;-2.705
'[15:50:02.080]';-2.145;-3.605
'[15:50:02.084]';-2.02;-4.295
'[15:50:02.088]';-1.945;-4.7
'[15:50:02.092]';-1.94;-4.95
'[15:50:02.096]';-1.94;-5.085
'[15:50:02.100]';-1.88;-5.17
'[15:50:02.104]';-1.865;-5.165
'[15:50:02.108]';-1.875;-5.09
'[15:50:02.112]';-1.915;-4.98
'[15:50:02.116]';-1.875;-4.87
'[15:50:02.120]';-1.875;-4.78
'[15:50:02.124]';-1.87;-4.68
'[15:50:02.128]';-1.75;-4.525
'[15:50:02.132]';-1.495;-4.345
'[15:50:02.136]';-1.23;-4.025
'[15:50:02.140]';-1.045;-3.66
'[15:50:02.144]';-0.9;-3.245
'[15:50:02.148]';-0.75;-2.75
'[15:50:02.152]';-0.595;-2.195
'[15:50:02.156]';-0.41;-1.665
'[15:50:02.160]';-0.27;-1.245
'[15:50:02.164]';-0.14;-0.91
'[15:50:02.168]';-0.035;-0.64
'[15:50:02.172]';0.015;-0.38
'[15:50:02.176]';0.065;-0.16
'[15:50:02.180]';0.095;0.035
'[15:50:02.184]';0.08;0.245
'[15:50:02.188]';0.075;0.405
'[15:50:02.192]';0.11;0.535
'[15:50:02.196]';0.125;0.635
'[15:50:02.200]';0.135;0.73
'[15:50:02.204]';0.155;0.77
'[15:50:02.208]';0.16;0.775
'[15:50:02.212]';0.19;0.79
'[15:50:02.216]';0.215;0.81
'[15:50:02.220]';0.225;0.825
'[15:50:02.224]';0.225;0.87
'[15:50:02.228]';0.24;0.885
'[15:50:02.232]';0.26;0.91
'[15:50:02.236]';0.285;0.925
'[15:50:02.240]';0.265;0.945
'[15:50:02.244]';0.275;0.94
'[15:50:02.248]';0.29;0.965
'[15:50:02.252]';0.295;0.975
'[15:50:02.256]';0.31;0.98
'[15:50:02.260]';0.34;1.015
'[15:50:02.264]';0.345;1.03
'[15:50:02.268]';0.35;1.04
'[15:50:02.272]';0.355;1.035
'[15:50:02.276]';0.385;1.06
'[15:50:02.280]';0.375;1.105
'[15:50:02.284]';0.36;1.12
'[15:50:02.288]';0.35;1.16
'[15:50:02.292]';0.375;1.175
'[15:50:02.296]';0.395;1.195
'[15:50:02.300]';0.425;1.215
'[15:50:02.304]';0.445;1.235
'[15:50:02.308]';0.455;1.24
'[15:50:02.312]';0.445;1.265
'[15:50:02.316]';0.435;1.315
'[15:50:02.320]';0.45;1.335
'[15:50:02.324]';0.48;1.355
'[15:50:02.328]';0.465;1.38
'[15:50:02.332]';0.46;1.395
'[15:50:02.336]';0.475;1.4
'[15:50:02.340]';0.485;1.44
'[15:50:02.344]';0.485;1.43
'[15:50:02.348]';0.505;1.47
'[15:50:02.352]';0.495;1.485
'[15:50:02.356]';0.46;1.495
'[15:50:02.360]';0.45;1.495
'[15:50:02.364]';0.435;1.505
'[15:50:02.368]';0.38;1.52
'[15:50:02.372]';0.305;1.5
'[15:50:02.376]';0.29;1.435
'[15:50:02.380]';0.265;1.39
'[15:50:02.384]';0.255;1.38
'[15:50:02.388]';0.175;1.3
'[15:50:02.392]';0.135;1.245
'[15:50:02.396]';0.08;1.2
'[15:50:02.400]';0.075;1.135
'[15:50:02.404]';0.035;1.065
'[15:50:02.408]';0.02;1.005
'[15:50:02.412]';-0.03;0.935
'[15:50:02.416]';-0.07;0.865
'[15:50:02.420]';-0.11;0.765
'[15:50:02.424]';-0.12;0.705
'[15:50:02.428]';-0.15;0.62
'[15:50:02.432]';-0.15;0.585
'[15:50:02.436]';-0.155;0.515
'[15:50:02.440]';-0.155;0.505
'[15:50:02.444]';-0.16;0.445
'[15:50:02.448]';-0.16;0.43
'[15:50:02.452]';-0.14;0.38
'[15:50:02.456]';-0.18;0.35
'[15:50:02.460]';-0.225;0.32
'[15:50:02.464]';-0.235;0.285
'[15:50:02.468]';-0.21;0.31
'[15:50:02.472]';-0.21;0.28
'[15:50:02.476]';-0.22;0.255
'[15:50:02.480]';-0.22;0.245
'[15:50:02.484]';-0.185;0.255
'[15:50:02.488]';-0.185;0.27
'[15:50:02.492]';-0.215;0.265
'[15:50:02.496]';-0.2;0.285
'[15:50:02.500]';-0.21;0.26
'[15:50:02.504]';-0.21;0.25
'[15:50:02.508]';-0.19;0.285
'[15:50:02.512]';-0.2;0.29
'[15:50:02.516]';-0.205;0.265
'[15:50:02.520]';-0.19;0.265
'[15:50:02.524]';-0.16;0.28
'[15:50:02.528]';-0.155;0.26
'[15:50:02.532]';-0.19;0.25
'[15:50:02.536]';-0.185;0.245
'[15:50:02.540]';-0.17;0.25
'[15:50:02.544]';-0.175;0.27
'[15:50:02.548]';-0.2;0.27
'[15:50:02.552]';-0.175;0.275
'[15:50:02.556]';-0.15;0.28
'[15:50:02.560]';-0.16;0.28
'[15:50:02.564]';-0.14;0.275
'[15:50:02.568]';-0.135;0.28
'[15:50:02.572]';-0.16;0.265
'[15:50:02.576]';-0.15;0.25
'[15:50:02.580]';-0.165;0.27
'[15:50:02.584]';-0.15;0.29
'[15:50:02.588]';-0.175;0.295
'[15:50:02.592]';-0.155;0.27
'[15:50:02.596]';-0.185;0.26
'[15:50:02.600]';-0.175;0.24
'[15:50:02.604]';-0.155;0.225
'[15:50:02.608]';-0.18;0.22
'[15:50:02.612]';-0.16;0.215
'[15:50:02.616]';-0.195;0.24
'[15:50:02.620]';-0.205;0.24
'[15:50:02.624]';-0.21;0.225
'[15:50:02.628]';-0.205;0.23
'[15:50:02.632]';-0.185;0.215
'[15:50:02.636]';-0.205;0.19
'[15:50:02.640]';-0.195;0.205
'[15:50:02.644]';-0.21;0.195
'[15:50:02.648]';-0.195;0.195
'[15:50:02.652]';-0.22;0.215
'[15:50:02.656]';-0.205;0.16
'[15:50:02.660]';-0.205;0.125
'[15:50:02.664]';-0.2;0.14
'[15:50:02.668]';-0.21;0.17
'[15:50:02.672]';-0.23;0.18
'[15:50:02.676]';-0.215;0.17
'[15:50:02.680]';-0.225;0.14
'[15:50:02.684]';-0.21;0.15
'[15:50:02.688]';-0.215;0.12
'[15:50:02.692]';-0.2;0.135
'[15:50:02.696]';-0.21;0.13
'[15:50:02.700]';-0.205;0.15
'[15:50:02.704]';-0.23;0.165
'[15:50:02.708]';-0.225;0.155
'[15:50:02.712]';-0.24;0.165
'[15:50:02.716]';-0.235;0.145
'[15:50:02.720]';-0.24;0.165
'[15:50:02.724]';-0.235;0.15
'[15:50:02.728]';-0.24;0.13
'[15:50:02.732]';-0.23;0.115
'[15:50:02.736]';-0.245;0.13
'[15:50:02.740]';-0.23;0.135
'[15:50:02.744]';-0.195;0.155
'[15:50:02.748]';-0.17;0.15
'[15:50:02.752]';-0.17;0.14
'[15:50:02.756]';-0.16;0.135
'[15:50:02.760]';-0.12;0.18
'[15:50:02.764]';-0.085;0.19
'[15:50:02.768]';-0.065;0.21
'[15:50:02.772]';-0.025;0.22
'[15:50:02.776]';0;0.255
'[15:50:02.780]';0.005;0.275
'[15:50:02.784]';-0.01;0.3
'[15:50:02.788]';-0.03;0.29
'[15:50:02.792]';-0.04;0.27
'[15:50:02.796]';-0.065;0.27
'[15:50:02.800]';-0.105;0.24
'[15:50:02.804]';-0.1;0.23
